trace,put1,put2,diff_kinds,sig_put1,sig_put2,num_steps,candidate_path
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260601-230357160-6dd588f2ef2c61e5.trace,openssl326,openssl330,Status,9b11b04c483d903acfc583a0298083e2153fa437cb8f7917f9f26891c13866e9,9b11b04c483d903acfc583a0298083e2153fa437cb8f7917f9f26891c13866e9,14,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-230357160-6dd588f2ef2c61e5.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260601-232434819-2a238e3df66d25d8.trace,openssl326,openssl330,Status,f05b2e1d71f21670611b601e4b1953c3207058d3551a7784ceb55a99ac62d535,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,10,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-232434819-2a238e3df66d25d8.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260601-235954273-48a335fcf7814ba9.trace,openssl326,openssl330,Status,bead7d8a9f06a293df65bf10fa0259438f2f1cbd057788b2a38d045b9a31fb1f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,15,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-235954273-48a335fcf7814ba9.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260602-000248298-ccfe4b00e249dedb.trace,openssl326,openssl330,Status,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,a99e032390f157da3e627e23833f5bd94c1d9ff4022a029d10a3d1a13b709fbf,11,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260602-000248298-ccfe4b00e249dedb.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260602-002229078-0b7e93636f5b0505.trace,openssl326,openssl330,Status,ff99e786f982671bc467ce809f13a47cc7dd3da9299f1aad8a67f3559e9bacf6,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,13,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260602-002229078-0b7e93636f5b0505.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260602-003511622-5606d7163435c0aa.trace,openssl326,openssl330,Status,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,ff99e786f982671bc467ce809f13a47cc7dd3da9299f1aad8a67f3559e9bacf6,13,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260602-003511622-5606d7163435c0aa.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260602-003908274-1cc0c973ea843df3.trace,openssl326,openssl330,Status,bcb3cbf8517703546c2ee2b9ac170cc7cf18892f65d050d8c2ecdd1ac1d9797f,bcb3cbf8517703546c2ee2b9ac170cc7cf18892f65d050d8c2ecdd1ac1d9797f,15,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260602-003908274-1cc0c973ea843df3.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260602-004217847-5b26ac7c3a5b9048.trace,openssl326,openssl330,Status,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,51d1fd08920607dd775ff1a51ed98f792610d4f3eb1b903bfb13eeb7c174dcca,14,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260602-004217847-5b26ac7c3a5b9048.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260602-010345849-4a12046d8925b3df.trace,openssl326,openssl330,Status,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,d039261b17f910513a969b32c62605fe0126b2b4ceb5defedc9dce21e9da19b7,2,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260602-010345849-4a12046d8925b3df.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260602-010718673-ecf2b08bebd71d15.trace,openssl326,openssl330,Status,d95228189e49a270802d2032aeddcaa140c1502d93013144b080ddd4331a44ff,a99e032390f157da3e627e23833f5bd94c1d9ff4022a029d10a3d1a13b709fbf,6,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260602-010718673-ecf2b08bebd71d15.trace
